ID,Knum,CSPLIT_REC,TSD_NUM,INVOICE,LocCode,SystemDate,ApplicationDate,EventType,BGN01,SF_TRANS,STAT_FLAG,EXT,MSG1,MSG2,MSG3,MSG4,MSG5,MSG6,MSG7,MSG8,MSG9,MSG10,REQUESTED_DAYS,OFOUR_FROM,OFOUR_TO,CONFIRM_NUM,TIMEZONE,EMP_CODE,EMP_LNAME,EMP_FNAME,FIELD_CHANGED,REZ_NUM,csplitid
1800000634,037-SAMPLE1127,0,0,,4880,20260116144830,202601161448.0,3,3,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1127,1,EMP_0046,EMP,EMP,,,0
1800000635,037-SAMPLE1127,0,0,,753,20260117090243,202601170902.0,1,94,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1127,1,EMP_0046,EMP,EMP,,,0
1800000636,037-SAMPLE1128,0,0,,3982,20260106124312,202601061243.0,0,81,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1128,1,EMP_0025,EMP,EMP,,,0
1800000637,037-SAMPLE1128,0,0,,7487,20260107124407,202601071244.0,1,8,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1128,1,EMP_0050,EMP,EMP,,,0
1800000638,037-SAMPLE1128,0,0,,6041,20260108163120,202601081631.0,1,75,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1128,1,EMP_0058,EMP,EMP,,,0
1800000639,037-SAMPLE1128,0,0,,1200,20260109090321,202601090903.0,0,95,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1128,1,EMP_0067,EMP,EMP,,,0
1800000640,037-SAMPLE1128,0,0,,7914,20260110110909,202601101109.0,3,89,,,,Edi-Update,Event 5,Converted,,,,,,,,0,,,037-SAMPLE1128,1,EMP_0087,EMP,EMP,,,0
1800000641,037-SAMPLE1129,0,0,,5974,20260106132346,202601061323.0,3,78,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0065,EMP,EMP,,,0
1800000642,037-SAMPLE1129,0,0,,5083,20260107110404,202601071104.0,1,24,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0054,EMP,EMP,,,0
1800000643,037-SAMPLE1129,0,0,,9559,20260108134318,202601081343.0,3,58,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0052,EMP,EMP,,,0
1800000644,037-SAMPLE1129,0,0,,1255,20260109154737,202601091547.0,3,24,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0069,EMP,EMP,,,0
1800000645,037-SAMPLE1129,0,0,,2021,20260110084446,202601100844.0,1,16,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0045,EMP,EMP,,,0
1800000646,037-SAMPLE1129,0,0,,5761,20260111143625,202601111436.0,1,48,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0098,EMP,EMP,,,0
1800000647,037-SAMPLE1129,0,0,,3217,20260112122202,202601121222.0,1,1,,,,RA-eSignerPrint Interface,Event 7,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0013,EMP,EMP,,,0
1800000648,037-SAMPLE1129,0,0,,5688,20260113134046,202601131340.0,1,9,,,,RA-eSignerPrint Interface,Event 8,,,,,,,,,0,,,037-SAMPLE1129,1,EMP_0033,EMP,EMP,,,0
1800000649,037-SAMPLE1130,0,0,,9518,20260210173405,202602101734.0,1,71,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1130,1,EMP_0022,EMP,EMP,,,0
1800000650,037-SAMPLE1130,0,0,,613,20260211114432,202602111144.0,1,82,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1130,1,EMP_0081,EMP,EMP,,,0
1800000651,037-SAMPLE1130,0,0,,6022,20260212160702,202602121607.0,4,23,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1130,1,EMP_0094,EMP,EMP,,,0
1800000652,037-SAMPLE1130,0,0,,1753,20260213170804,202602131708.0,0,43,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1130,1,EMP_0063,EMP,EMP,,,0
1800000653,037-SAMPLE1130,0,0,,6934,20260214122025,202602141220.0,3,34,,,,Edi-Update,Event 5,Converted,,,,,,,,0,,,037-SAMPLE1130,1,EMP_0079,EMP,EMP,,,0
1800000654,037-SAMPLE1131,0,0,,657,20260210164131,202602101641.0,3,37,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1131,1,EMP_0006,EMP,EMP,,,0
1800000655,037-SAMPLE1131,0,0,,304,20260211150941,202602111509.0,3,78,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1131,1,EMP_0072,EMP,EMP,,,0
1800000656,037-SAMPLE1131,0,0,,2484,20260212173658,202602121736.0,1,23,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1131,1,EMP_0096,EMP,EMP,,,0
1800000657,037-SAMPLE1131,0,0,,4357,20260213114229,202602131142.0,3,71,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1131,1,EMP_0039,EMP,EMP,,,0
1800000658,037-SAMPLE1131,0,0,,8661,20260214135131,202602141351.0,4,99,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1131,1,EMP_0032,EMP,EMP,,,0
1800000659,037-SAMPLE1132,0,0,,918,20260120182558,202601201825.0,4,29,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1132,1,EMP_0039,EMP,EMP,,,0
1800000660,037-SAMPLE1132,0,0,,8790,20260121082337,202601210823.0,0,30,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1132,1,EMP_0007,EMP,EMP,,,0
1800000661,037-SAMPLE1133,0,0,,7406,20260217113140,202602171131.0,0,28,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0082,EMP,EMP,,,0
1800000662,037-SAMPLE1133,0,0,,6694,20260218083023,202602180830.0,0,73,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0041,EMP,EMP,,,0
1800000663,037-SAMPLE1133,0,0,,3267,20260219103944,202602191039.0,3,69,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0068,EMP,EMP,,,0
1800000664,037-SAMPLE1133,0,0,,4187,20260220084624,202602200846.0,0,66,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0056,EMP,EMP,,,0
1800000665,037-SAMPLE1133,0,0,,2807,20260221124839,202602211248.0,0,47,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0085,EMP,EMP,,,0
1800000666,037-SAMPLE1133,0,0,,2058,20260222094934,202602220949.0,0,65,,,,Rez-CDP Messaging,Event 6,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0035,EMP,EMP,,,0
1800000667,037-SAMPLE1133,0,0,,7953,20260223144639,202602231446.0,0,93,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0044,EMP,EMP,,,0
1800000668,037-SAMPLE1133,0,0,,4151,20260224140016,202602241400.0,1,7,,,,RA-eSignerPrint Interface,Event 8,,,,,,,,,0,,,037-SAMPLE1133,1,EMP_0013,EMP,EMP,,,0
1800000669,037-SAMPLE1134,0,0,,9254,20260120110445,202601201104.0,1,30,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0020,EMP,EMP,,,0
1800000670,037-SAMPLE1134,0,0,,4578,20260121105247,202601211052.0,4,93,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0077,EMP,EMP,,,0
1800000671,037-SAMPLE1134,0,0,,6214,20260122151959,202601221519.0,0,37,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0025,EMP,EMP,,,0
1800000672,037-SAMPLE1134,0,0,,2120,20260123155807,202601231558.0,0,25,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0075,EMP,EMP,,,0
1800000673,037-SAMPLE1134,0,0,,8067,20260124144844,202601241448.0,3,67,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0079,EMP,EMP,,,0
1800000674,037-SAMPLE1134,0,0,,1282,20260125152943,202601251529.0,3,97,,,,Edi-Update,Event 6,Converted,,,,,,,,0,,,037-SAMPLE1134,1,EMP_0017,EMP,EMP,,,0
1800000675,037-SAMPLE1135,0,0,,1331,20260113152651,202601131526.0,0,18,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0030,EMP,EMP,,,0
1800000676,037-SAMPLE1135,0,0,,5534,20260114105721,202601141057.0,4,44,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0034,EMP,EMP,,,0
1800000677,037-SAMPLE1135,0,0,,4217,20260115163640,202601151636.0,0,78,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0040,EMP,EMP,,,0
1800000678,037-SAMPLE1135,0,0,,6980,20260116152238,202601161522.0,1,36,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0008,EMP,EMP,,,0
1800000679,037-SAMPLE1135,0,0,,7007,20260117131632,202601171316.0,4,29,,,,Loc-Contact,Event 5,,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0077,EMP,EMP,,,0
1800000680,037-SAMPLE1135,0,0,,3808,20260118154111,202601181541.0,0,88,,,,Rez-CDP Messaging,Event 6,Converted,,,,,,,,0,,,037-SAMPLE1135,1,EMP_0071,EMP,EMP,,,0
1800000681,037-SAMPLE1136,0,0,,7708,20260120141627,202601201416.0,1,65,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1136,1,EMP_0096,EMP,EMP,,,0
1800000682,037-SAMPLE1136,0,0,,2239,20260121131603,202601211316.0,0,32,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1136,1,EMP_0056,EMP,EMP,,,0
1800000683,037-SAMPLE1136,0,0,,8703,20260122134618,202601221346.0,3,25,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1136,1,EMP_0024,EMP,EMP,,,0
1800000684,037-SAMPLE1136,0,0,,8149,20260123124242,202601231242.0,4,90,,,,Loc-Contact,Event 4,Converted,,,,,,,,0,,,037-SAMPLE1136,1,EMP_0096,EMP,EMP,,,0
1800000685,037-SAMPLE1137,0,0,,5910,20260106172340,202601061723.0,0,50,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0053,EMP,EMP,,,0
1800000686,037-SAMPLE1137,0,0,,1539,20260107133913,202601071339.0,4,55,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0052,EMP,EMP,,,0
1800000687,037-SAMPLE1137,0,0,,4459,20260108185807,202601081858.0,0,27,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0099,EMP,EMP,,,0
1800000688,037-SAMPLE1137,0,0,,8821,20260109100619,202601091006.0,1,66,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0091,EMP,EMP,,,0
1800000689,037-SAMPLE1137,0,0,,1285,20260110144309,202601101443.0,3,84,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0039,EMP,EMP,,,0
1800000690,037-SAMPLE1137,0,0,,3268,20260111113424,202601111134.0,0,10,,,,Rez-CDP Messaging,Event 6,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0087,EMP,EMP,,,0
1800000691,037-SAMPLE1137,0,0,,3982,20260112151613,202601121516.0,1,84,,,,RA-eSignerPrint Interface,Event 7,,,,,,,,,0,,,037-SAMPLE1137,1,EMP_0084,EMP,EMP,,,0
1800000692,037-SAMPLE1138,0,0,,4927,20260203091756,202602030917.0,0,89,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0068,EMP,EMP,,,0
1800000693,037-SAMPLE1138,0,0,,2286,20260204120154,202602041201.0,1,31,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0059,EMP,EMP,,,0
1800000694,037-SAMPLE1138,0,0,,6875,20260205161110,202602051611.0,0,99,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0052,EMP,EMP,,,0
1800000695,037-SAMPLE1138,0,0,,1356,20260206085129,202602060851.0,1,82,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0075,EMP,EMP,,,0
1800000696,037-SAMPLE1138,0,0,,4506,20260207120542,202602071205.0,1,6,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0021,EMP,EMP,,,0
1800000697,037-SAMPLE1138,0,0,,8415,20260208141750,202602081417.0,4,72,,,,Loc-Contact,Event 6,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0005,EMP,EMP,,,0
1800000698,037-SAMPLE1138,0,0,,8845,20260209124703,202602091247.0,0,91,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0084,EMP,EMP,,,0
1800000699,037-SAMPLE1138,0,0,,2224,20260210112034,202602101120.0,3,97,,,,Edi-Update,Event 8,,,,,,,,,0,,,037-SAMPLE1138,1,EMP_0032,EMP,EMP,,,0
1800000700,037-SAMPLE1139,0,0,,4370,20260113171851,202601131718.0,0,82,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1139,1,EMP_0044,EMP,EMP,,,0
1800000701,037-SAMPLE1139,0,0,,8889,20260114152643,202601141526.0,4,26,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1139,1,EMP_0020,EMP,EMP,,,0
1800000702,037-SAMPLE1139,0,0,,9868,20260115184353,202601151843.0,3,72,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1139,1,EMP_0092,EMP,EMP,,,0
1800000703,037-SAMPLE1139,0,0,,7657,20260116122021,202601161220.0,0,12,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1139,1,EMP_0011,EMP,EMP,,,0
1800000704,037-SAMPLE1140,0,0,,6955,20260113145733,202601131457.0,1,76,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1140,1,EMP_0069,EMP,EMP,,,0
1800000705,037-SAMPLE1140,0,0,,7115,20260114153854,202601141538.0,4,71,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1140,1,EMP_0074,EMP,EMP,,,0
1800000706,037-SAMPLE1140,0,0,,4360,20260115103557,202601151035.0,1,55,,,,RA-eSignerPrint Interface,Event 3,,,,,,,,,0,,,037-SAMPLE1140,1,EMP_0026,EMP,EMP,,,0
1800000707,037-SAMPLE1140,0,0,,9262,20260116112154,202601161121.0,3,35,,,,Edi-Update,Event 4,,,,,,,,,0,,,037-SAMPLE1140,1,EMP_0084,EMP,EMP,,,0
1800000708,037-SAMPLE1140,0,0,,3565,20260117163823,202601171638.0,1,45,,,,RA-eSignerPrint Interface,Event 5,,,,,,,,,0,,,037-SAMPLE1140,1,EMP_0093,EMP,EMP,,,0
1800000709,037-SAMPLE1141,0,0,,6238,20260217090433,202602170904.0,0,100,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0096,EMP,EMP,,,0
1800000710,037-SAMPLE1141,0,0,,1031,20260218104307,202602181043.0,0,63,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0083,EMP,EMP,,,0
1800000711,037-SAMPLE1141,0,0,,4351,20260219161112,202602191611.0,3,79,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0038,EMP,EMP,,,0
1800000712,037-SAMPLE1141,0,0,,5369,20260220154649,202602201546.0,0,10,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0022,EMP,EMP,,,0
1800000713,037-SAMPLE1141,0,0,,9949,20260221182312,202602211823.0,3,60,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0072,EMP,EMP,,,0
1800000714,037-SAMPLE1141,0,0,,2414,20260222130053,202602221300.0,3,69,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0052,EMP,EMP,,,0
1800000715,037-SAMPLE1141,0,0,,5597,20260223161717,202602231617.0,0,86,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0052,EMP,EMP,,,0
1800000716,037-SAMPLE1141,0,0,,7515,20260224124159,202602241241.0,0,48,,,,Rez-CDP Messaging,Event 8,Converted,,,,,,,,0,,,037-SAMPLE1141,1,EMP_0071,EMP,EMP,,,0
1800000717,037-SAMPLE1142,0,0,,5675,20260106132230,202601061322.0,0,18,,,,Rez-CDP Messaging,Initial contact,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0003,EMP,EMP,,,0
1800000718,037-SAMPLE1142,0,0,,4699,20260107142150,202601071421.0,4,96,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0033,EMP,EMP,,,0
1800000719,037-SAMPLE1142,0,0,,9135,20260108113941,202601081139.0,3,66,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0059,EMP,EMP,,,0
1800000720,037-SAMPLE1142,0,0,,8100,20260109174251,202601091742.0,0,68,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0061,EMP,EMP,,,0
1800000721,037-SAMPLE1142,0,0,,1942,20260110173546,202601101735.0,0,27,,,,Rez-CDP Messaging,Event 5,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0060,EMP,EMP,,,0
1800000722,037-SAMPLE1142,0,0,,718,20260111165021,202601111650.0,3,100,,,,Edi-Update,Event 6,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0008,EMP,EMP,,,0
1800000723,037-SAMPLE1142,0,0,,5774,20260112115003,202601121150.0,0,85,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1142,1,EMP_0041,EMP,EMP,,,0
1800000724,037-SAMPLE1143,0,0,,3615,20260127102148,202601271021.0,4,67,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0024,EMP,EMP,,,0
1800000725,037-SAMPLE1143,0,0,,1273,20260128165116,202601281651.0,4,87,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0048,EMP,EMP,,,0
1800000726,037-SAMPLE1143,0,0,,1086,20260128154513,202601281545.0,0,78,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0011,EMP,EMP,,,0
1800000727,037-SAMPLE1143,0,0,,6302,20260128105357,202601281053.0,0,57,,,,Rez-CDP Messaging,Event 4,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0093,EMP,EMP,,,0
1800000728,037-SAMPLE1143,0,0,,6425,20260128080559,202601280805.0,3,71,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0024,EMP,EMP,,,0
1800000729,037-SAMPLE1143,0,0,,1007,20260128150001,202601281500.0,1,12,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0055,EMP,EMP,,,0
1800000730,037-SAMPLE1143,0,0,,9868,20260128133148,202601281331.0,3,36,,,,Edi-Update,Event 7,,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0063,EMP,EMP,,,0
1800000731,037-SAMPLE1143,0,0,,880,20260128080948,202601280809.0,3,63,,,,Edi-Update,Event 8,Converted,,,,,,,,0,,,037-SAMPLE1143,1,EMP_0082,EMP,EMP,,,0
1800000732,037-SAMPLE1144,0,0,,5543,20260127141224,202601271412.0,1,70,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0076,EMP,EMP,,,0
1800000733,037-SAMPLE1144,0,0,,7508,20260128165819,202601281658.0,1,53,,,,RA-eSignerPrint Interface,Event 2,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0081,EMP,EMP,,,0
1800000734,037-SAMPLE1144,0,0,,5457,20260128125852,202601281258.0,0,16,,,,Rez-CDP Messaging,Event 3,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0049,EMP,EMP,,,0
1800000735,037-SAMPLE1144,0,0,,7140,20260128151949,202601281519.0,1,6,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0047,EMP,EMP,,,0
1800000736,037-SAMPLE1144,0,0,,6635,20260128095920,202601280959.0,3,4,,,,Edi-Update,Event 5,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0007,EMP,EMP,,,0
1800000737,037-SAMPLE1144,0,0,,2537,20260128081628,202601280816.0,1,72,,,,RA-eSignerPrint Interface,Event 6,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0031,EMP,EMP,,,0
1800000738,037-SAMPLE1144,0,0,,8977,20260128162004,202601281620.0,0,53,,,,Rez-CDP Messaging,Event 7,,,,,,,,,0,,,037-SAMPLE1144,1,EMP_0083,EMP,EMP,,,0
1800000739,037-SAMPLE1145,0,0,,5934,20260113113858,202601131138.0,3,68,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1145,1,EMP_0083,EMP,EMP,,,0
1800000740,037-SAMPLE1145,0,0,,5511,20260114175232,202601141752.0,3,74,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1145,1,EMP_0100,EMP,EMP,,,0
1800000741,037-SAMPLE1145,0,0,,7923,20260115123620,202601151236.0,3,28,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1145,1,EMP_0085,EMP,EMP,,,0
1800000742,037-SAMPLE1145,0,0,,6207,20260116100407,202601161004.0,1,2,,,,RA-eSignerPrint Interface,Event 4,,,,,,,,,0,,,037-SAMPLE1145,1,EMP_0080,EMP,EMP,,,0
1800000743,037-SAMPLE1146,0,0,,5126,20260127184801,202601271848.0,1,95,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1146,1,EMP_0042,EMP,EMP,,,0
1800000744,037-SAMPLE1146,0,0,,1315,20260128110720,202601281107.0,1,85,,,,RA-eSignerPrint Interface,Event 2,Converted,,,,,,,,0,,,037-SAMPLE1146,1,EMP_0067,EMP,EMP,,,0
1800000745,037-SAMPLE1147,0,0,,1258,20260113093642,202601130936.0,1,32,,,,RA-eSignerPrint Interface,Initial contact,,,,,,,,,0,,,037-SAMPLE1147,1,EMP_0061,EMP,EMP,,,0
1800000746,037-SAMPLE1147,0,0,,6782,20260114130157,202601141301.0,4,79,,,,Loc-Contact,Event 2,,,,,,,,,0,,,037-SAMPLE1147,1,EMP_0045,EMP,EMP,,,0
1800000747,037-SAMPLE1147,0,0,,4354,20260115105412,202601151054.0,4,70,,,,Loc-Contact,Event 3,,,,,,,,,0,,,037-SAMPLE1147,1,EMP_0015,EMP,EMP,,,0
1800000748,037-SAMPLE1147,0,0,,1906,20260116144612,202601161446.0,4,3,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1147,1,EMP_0021,EMP,EMP,,,0
1800000749,037-SAMPLE1148,0,0,,6515,20260210090855,202602100908.0,3,35,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1148,1,EMP_0019,EMP,EMP,,,0
1800000750,037-SAMPLE1148,0,0,,1120,20260211153959,202602111539.0,3,100,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1148,1,EMP_0094,EMP,EMP,,,0
1800000751,037-SAMPLE1148,0,0,,8110,20260212181601,202602121816.0,3,11,,,,Edi-Update,Event 3,Converted,,,,,,,,0,,,037-SAMPLE1148,1,EMP_0071,EMP,EMP,,,0
1800000752,037-SAMPLE1149,0,0,,2242,20260113114951,202601131149.0,3,73,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1149,1,EMP_0083,EMP,EMP,,,0
1800000753,037-SAMPLE1149,0,0,,9138,20260114163942,202601141639.0,0,38,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1149,1,EMP_0061,EMP,EMP,,,0
1800000754,037-SAMPLE1149,0,0,,8958,20260115082227,202601150822.0,3,85,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1149,1,EMP_0073,EMP,EMP,,,0
1800000755,037-SAMPLE1149,0,0,,7411,20260116121943,202601161219.0,4,8,,,,Loc-Contact,Event 4,,,,,,,,,0,,,037-SAMPLE1149,1,EMP_0033,EMP,EMP,,,0
1800000756,037-SAMPLE1149,0,0,,7851,20260117110824,202601171108.0,4,100,,,,Loc-Contact,Event 5,Converted,,,,,,,,0,,,037-SAMPLE1149,1,EMP_0028,EMP,EMP,,,0
1800000757,037-SAMPLE1150,0,0,,5466,20260210090548,202602100905.0,4,94,,,,Loc-Contact,Initial contact,,,,,,,,,0,,,037-SAMPLE1150,1,EMP_0096,EMP,EMP,,,0
1800000758,037-SAMPLE1150,0,0,,3431,20260211144355,202602111443.0,3,80,,,,Edi-Update,Event 2,,,,,,,,,0,,,037-SAMPLE1150,1,EMP_0035,EMP,EMP,,,0
1800000759,037-SAMPLE1150,0,0,,977,20260212120304,202602121203.0,3,3,,,,Edi-Update,Event 3,,,,,,,,,0,,,037-SAMPLE1150,1,EMP_0075,EMP,EMP,,,0
1800000760,037-SAMPLE1150,0,0,,6843,20260213082811,202602130828.0,1,36,,,,RA-eSignerPrint Interface,Event 4,Converted,,,,,,,,0,,,037-SAMPLE1150,1,EMP_0029,EMP,EMP,,,0
1800000761,037-SAMPLE1151,0,0,,3200,20260113132738,202601131327.0,3,71,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1151,1,EMP_0020,EMP,EMP,,,0
1800000762,037-SAMPLE1151,0,0,,8436,20260114105430,202601141054.0,0,37,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1151,1,EMP_0078,EMP,EMP,,,0
1800000763,037-SAMPLE1151,0,0,,3977,20260115143619,202601151436.0,1,42,,,,RA-eSignerPrint Interface,Event 3,Converted,,,,,,,,0,,,037-SAMPLE1151,1,EMP_0005,EMP,EMP,,,0
1800000764,037-SAMPLE1152,0,0,,9566,20260210153153,202602101531.0,3,86,,,,Edi-Update,Initial contact,,,,,,,,,0,,,037-SAMPLE1152,1,EMP_0006,EMP,EMP,,,0
1800000765,037-SAMPLE1152,0,0,,1044,20260211151153,202602111511.0,0,38,,,,Rez-CDP Messaging,Event 2,,,,,,,,,0,,,037-SAMPLE1152,1,EMP_0037,EMP,EMP,,,0
